survey version standard standard_catagory shift SDSS_G SDSS_R SDSS_I SDSS_Z SDSS_g SDSS_r SDSS_i SDSS_z 
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd028946_v2.fits stis_ngsl_v2 0 -8.279 -7.691 -7.526 -7.472 -8.279 -7.691 -7.526 -7.472
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd143107_v2.fits stis_ngsl_v2 0 -4.809 -3.812 -3.500 -3.313 -4.809 -3.812 -3.500 -3.313
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g202-65_v2.fits stis_ngsl_v2 0 -11.635 -11.535 -11.575 -11.639 -11.635 -11.535 -11.575 -11.639
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd204543_v2.fits stis_ngsl_v2 0 -8.796 -8.045 -7.765 -7.617 -8.796 -8.045 -7.765 -7.617
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd172230_v2.fits stis_ngsl_v2 0 -7.209 -7.181 -7.267 -7.334 -7.209 -7.181 -7.267 -7.334
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd160922_v2.fits stis_ngsl_v2 0 -4.917 -4.676 -4.650 -4.683 -4.917 -4.676 -4.650 -4.683
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd082395_v2.fits stis_ngsl_v2 0 -5.486 -4.657 -4.417 -4.286 -5.486 -4.657 -4.417 -4.286
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g262-14_v2.fits stis_ngsl_v2 0 -11.862 -11.221 -10.989 -10.874 -11.862 -11.221 -10.989 -10.874
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd026297_v2.fits stis_ngsl_v2 0 -8.049 -7.104 -6.740 -6.544 -8.049 -7.104 -6.740 -6.544
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd110885_v2.fits stis_ngsl_v2 0 -9.456 -9.004 -8.859 -8.811 -9.456 -9.004 -8.859 -8.811
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd201377_v2.fits stis_ngsl_v2 0 -6.657 -6.725 -6.842 -6.961 -6.657 -6.725 -6.842 -6.961
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g13-35_v2.fits stis_ngsl_v2 0 -9.836 -9.553 -9.478 -9.475 -9.836 -9.553 -9.478 -9.475
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd050420_v2.fits stis_ngsl_v2 0 -6.239 -6.113 -6.125 -6.155 -6.239 -6.113 -6.125 -6.155
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd206778_v2.fits stis_ngsl_v2 0 -3.263 -1.954 -1.547 -1.320 -3.263 -1.954 -1.547 -1.320
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g188-22_v2.fits stis_ngsl_v2 0 -10.287 -9.956 -9.872 -9.872 -10.287 -9.956 -9.872 -9.872
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd093813_v2.fits stis_ngsl_v2 0 -3.730 -2.718 -2.383 -2.192 -3.730 -2.718 -2.383 -2.192
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd175865_v2.fits stis_ngsl_v2 0 -4.780 -3.339 -1.671 -0.795 -4.780 -3.339 -1.671 -0.795
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd006734_v2.fits stis_ngsl_v2 0 -6.855 -6.185 -5.974 -5.885 -6.855 -6.185 -5.974 -5.885
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd038237_v2.fits stis_ngsl_v2 0 -7.139 -7.212 -7.348 -7.461 -7.139 -7.212 -7.348 -7.461
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd072184_v2.fits stis_ngsl_v2 0 -6.435 -5.542 -5.282 -5.130 -6.435 -5.542 -5.282 -5.130
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd052089_v2.fits stis_ngsl_v2 0 -1.288 -1.723 -2.015 -2.290 -1.288 -1.723 -2.015 -2.290
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd086322_v2.fits stis_ngsl_v2 0 -7.401 -6.581 -6.324 -6.188 -7.401 -6.581 -6.324 -6.188
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd137909_v2.fits stis_ngsl_v2 0 -3.829 -3.822 -3.975 -4.108 -3.829 -3.822 -3.975 -4.108
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd173158_v2.fits stis_ngsl_v2 0 -8.784 -7.371 -6.827 -6.455 -8.784 -7.371 -6.827 -6.455
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd121146_v2.fits stis_ngsl_v2 0 -6.988 -5.993 -5.670 -5.482 -6.988 -5.993 -5.670 -5.482
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_bd+75d325_v2.fits stis_ngsl_v2 0 -9.230 -9.771 -10.167 -10.514 -9.230 -9.771 -10.167 -10.514
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd017361_v2.fits stis_ngsl_v2 0 -5.066 -4.174 -3.906 -3.760 -5.066 -4.174 -3.906 -3.760
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_bd592723_v2.fits stis_ngsl_v2 0 -10.667 -10.352 -10.261 -10.252 -10.667 -10.352 -10.261 -10.252
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd166229_v2.fits stis_ngsl_v2 0 -6.062 -5.146 -4.872 -4.703 -6.062 -5.146 -4.872 -4.703
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd164967_v2.fits stis_ngsl_v2 0 -7.160 -7.261 -7.394 -7.500 -7.160 -7.261 -7.394 -7.500
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd224926_v2.fits stis_ngsl_v2 0 -4.925 -5.263 -5.539 -5.769 -4.925 -5.263 -5.539 -5.769
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_cd-259286_v2.fits stis_ngsl_v2 0 -11.166 -10.839 -10.759 -10.734 -11.166 -10.839 -10.759 -10.734
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd071160_v2.fits stis_ngsl_v2 0 -8.760 -7.485 -7.010 -6.714 -8.760 -7.485 -7.010 -6.714
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd106304_v2.fits stis_ngsl_v2 0 -8.942 -9.157 -9.359 -9.473 -8.942 -9.157 -9.359 -9.473
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g187-40_v2.fits stis_ngsl_v2 0 -10.782 -10.426 -10.337 -10.329 -10.782 -10.426 -10.337 -10.329
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd019787_v2.fits stis_ngsl_v2 0 -4.839 -4.031 -3.801 -3.687 -4.839 -4.031 -3.801 -3.687
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g231-52_v2.fits stis_ngsl_v2 0 -10.719 -10.270 -10.134 -10.090 -10.719 -10.270 -10.134 -10.090
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd141851_v2.fits stis_ngsl_v2 0 -5.073 -5.169 -5.310 -5.443 -5.073 -5.169 -5.310 -5.443
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd082734_v2.fits stis_ngsl_v2 0 -5.490 -4.711 -4.501 -4.389 -5.490 -4.711 -4.501 -4.389
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd163641_v2.fits stis_ngsl_v2 0 -6.150 -6.364 -6.567 -6.703 -6.150 -6.364 -6.567 -6.703
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd176232_v2.fits stis_ngsl_v2 0 -6.052 -6.054 -6.187 -6.301 -6.052 -6.054 -6.187 -6.301
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd005256_v2.fits stis_ngsl_v2 0 -9.096 -8.529 -8.365 -8.287 -9.096 -8.529 -8.365 -8.287
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd003712_v2.fits stis_ngsl_v2 0 -3.195 -2.410 -2.167 -1.996 -3.195 -2.410 -2.167 -1.996
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd101013_v2.fits stis_ngsl_v2 0 -6.617 -5.825 -5.611 -5.485 -6.617 -5.825 -5.611 -5.485
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd109387_v2.fits stis_ngsl_v2 0 -3.632 -3.897 -4.100 -4.301 -3.632 -3.897 -4.100 -4.301
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd118055_v2.fits stis_ngsl_v2 0 -9.556 -8.465 -8.019 -7.762 -9.556 -8.465 -8.019 -7.762
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd194093_v2.fits stis_ngsl_v2 0 -2.492 -2.069 -1.978 -1.936 -2.492 -2.069 -1.978 -1.936
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd191277_v2.fits stis_ngsl_v2 0 -6.011 -5.024 -4.722 -4.541 -6.011 -5.024 -4.722 -4.541
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd010380_v2.fits stis_ngsl_v2 0 -5.159 -3.997 -3.596 -3.363 -5.159 -3.997 -3.596 -3.363
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd034816_v2.fits stis_ngsl_v2 0 -4.023 -4.513 -4.875 -5.185 -4.023 -4.513 -4.875 -5.185
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd000319_v2.fits stis_ngsl_v2 0 -5.882 -5.991 -6.131 -6.243 -5.882 -5.991 -6.131 -6.243
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd105452_v2.fits stis_ngsl_v2 0 -4.081 -3.962 -3.997 -4.059 -4.081 -3.962 -3.997 -4.059
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd111464_v2.fits stis_ngsl_v2 0 -7.339 -6.126 -5.678 -5.386 -7.339 -6.126 -5.678 -5.386
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd019656_v2.fits stis_ngsl_v2 0 -5.198 -4.316 -4.066 -3.931 -5.198 -4.316 -4.066 -3.931
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd058343_v2.fits stis_ngsl_v2 0 -4.935 -5.127 -5.319 -5.495 -4.935 -5.127 -5.319 -5.495
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd138716_v2.fits stis_ngsl_v2 0 -5.200 -4.399 -4.184 -4.072 -5.200 -4.399 -4.184 -4.072
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd196426_v2.fits stis_ngsl_v2 0 -6.033 -6.357 -6.611 -6.794 -6.033 -6.357 -6.611 -6.794
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd020630_v2.fits stis_ngsl_v2 0 -5.153 -4.672 -4.543 -4.509 -5.153 -4.672 -4.543 -4.509
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g192-43_v2.fits stis_ngsl_v2 0 -10.508 -10.237 -10.197 -10.215 -10.508 -10.237 -10.197 -10.215
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd055057_v2.fits stis_ngsl_v2 0 -5.484 -5.395 -5.448 -5.512 -5.484 -5.395 -5.448 -5.512
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g17-25_v2.fits stis_ngsl_v2 0 -9.988 -9.399 -9.206 -9.112 -9.988 -9.399 -9.206 -9.112
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd193281_v2.fits stis_ngsl_v2 0 -6.673 -6.799 -6.942 -7.039 -6.673 -6.799 -6.942 -7.039
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd134440_v2.fits stis_ngsl_v2 0 -9.864 -9.144 -8.904 -8.787 -9.864 -9.144 -8.904 -8.787
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd036960_v2.fits stis_ngsl_v2 0 -4.484 -4.962 -5.314 -5.617 -4.484 -4.962 -5.314 -5.617
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd041661_v2.fits stis_ngsl_v2 0 -7.630 -7.352 -7.328 -7.366 -7.630 -7.352 -7.328 -7.366
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_bd720094_v2.fits stis_ngsl_v2 0 -10.106 -9.835 -9.761 -9.769 -10.106 -9.835 -9.761 -9.769
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd094028_v2.fits stis_ngsl_v2 0 -8.406 -8.082 -7.999 -7.995 -8.406 -8.082 -7.999 -7.995
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd006229_v2.fits stis_ngsl_v2 0 -8.947 -8.382 -8.176 -8.068 -8.947 -8.382 -8.176 -8.068
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd122064_v2.fits stis_ngsl_v2 0 -7.020 -6.117 -5.863 -5.741 -7.020 -6.117 -5.863 -5.741
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd102780_v2.fits stis_ngsl_v2 0 -9.088 -7.664 -6.996 -6.605 -9.088 -7.664 -6.996 -6.605
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd128000_v2.fits stis_ngsl_v2 0 -6.553 -5.217 -4.679 -4.374 -6.553 -5.217 -4.679 -4.374
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd170973_v2.fits stis_ngsl_v2 0 -6.285 -6.508 -6.738 -6.907 -6.285 -6.508 -6.738 -6.907
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd142091_v2.fits stis_ngsl_v2 0 -5.290 -4.483 -4.252 -4.142 -5.290 -4.483 -4.252 -4.142
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd021742_v2.fits stis_ngsl_v2 0 -8.410 -7.767 -7.608 -7.542 -8.410 -7.767 -7.608 -7.542
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd090862_v2.fits stis_ngsl_v2 0 -9.396 -8.140 -7.649 -7.356 -9.396 -8.140 -7.649 -7.356
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd017081_v2.fits stis_ngsl_v2 0 -4.034 -4.386 -4.661 -4.867 -4.034 -4.386 -4.661 -4.867
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd224801_v2.fits stis_ngsl_v2 0 -6.245 -6.496 -6.732 -6.928 -6.245 -6.496 -6.732 -6.928
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd167105_v2.fits stis_ngsl_v2 0 -9.006 -9.224 -9.456 -9.582 -9.006 -9.224 -9.456 -9.582
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd019445_v2.fits stis_ngsl_v2 0 -8.223 -7.909 -7.814 -7.808 -8.223 -7.909 -7.814 -7.808
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd047839_v2.fits stis_ngsl_v2 0 -4.413 -4.894 -5.246 -5.552 -4.413 -4.894 -5.246 -5.552
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd072505_v2.fits stis_ngsl_v2 0 -6.847 -5.888 -5.603 -5.434 -6.847 -5.888 -5.603 -5.434
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd193495_v2.fits stis_ngsl_v2 0 -3.467 -2.840 -2.628 -2.506 -3.467 -2.840 -2.628 -2.506
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_bd292091_v2.fits stis_ngsl_v2 0 -10.519 -10.164 -10.072 -10.060 -10.519 -10.164 -10.072 -10.060
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd018769_v2.fits stis_ngsl_v2 0 -5.873 -5.960 -6.111 -6.253 -5.873 -5.960 -6.111 -6.253
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_bd660268_v2.fits stis_ngsl_v2 0 -10.359 -9.930 -9.788 -9.717 -10.359 -9.930 -9.788 -9.717
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g234-28_v2.fits stis_ngsl_v2 0 -11.304 -10.981 -10.907 -10.919 -11.304 -10.981 -10.907 -10.919
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd190360_v2.fits stis_ngsl_v2 0 -6.106 -5.572 -5.447 -5.398 -6.106 -5.572 -5.447 -5.398
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd132475_v2.fits stis_ngsl_v2 0 -8.802 -8.407 -8.269 -8.223 -8.802 -8.407 -8.269 -8.223
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd195434_v2.fits stis_ngsl_v2 0 -9.761 -8.995 -8.716 -8.557 -9.761 -8.995 -8.716 -8.557
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd185351_v2.fits stis_ngsl_v2 0 -5.628 -4.903 -4.703 -4.614 -5.628 -4.903 -4.703 -4.614
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd029574_v2.fits stis_ngsl_v2 0 -9.098 -7.863 -7.339 -7.021 -9.098 -7.863 -7.339 -7.021
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g196-48_v2.fits stis_ngsl_v2 0 -10.569 -10.195 -10.087 -10.066 -10.569 -10.195 -10.087 -10.066
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g114-26_v2.fits stis_ngsl_v2 0 -9.850 -9.520 -9.429 -9.418 -9.850 -9.520 -9.429 -9.418
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g019-013_v2.fits stis_ngsl_v2 0 -8.344 -7.244 -6.857 -6.644 -8.344 -7.244 -6.857 -6.644
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd160346_v2.fits stis_ngsl_v2 0 -6.997 -6.183 -5.920 -5.782 -6.997 -6.183 -5.920 -5.782
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd003360_v2.fits stis_ngsl_v2 0 -3.419 -3.854 -4.173 -4.443 -3.419 -3.854 -4.173 -4.443
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd074088_v2.fits stis_ngsl_v2 0 -7.613 -6.165 -5.562 -5.177 -7.613 -6.165 -5.562 -5.177
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd078479_v2.fits stis_ngsl_v2 0 -7.802 -6.813 -6.520 -6.345 -7.802 -6.813 -6.520 -6.345
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_bd174708_v2.fits stis_ngsl_v2 0 -9.690 -9.413 -9.360 -9.372 -9.690 -9.413 -9.360 -9.372
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd188262_v2.fits stis_ngsl_v2 0 -8.120 -7.438 -7.214 -7.074 -8.120 -7.438 -7.214 -7.074
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_bd+381670_v2.fits stis_ngsl_v2 0 -9.706 -9.253 -9.103 -9.026 -9.706 -9.253 -9.103 -9.026
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd065714_v2.fits stis_ngsl_v2 0 -6.359 -5.582 -5.360 -5.250 -6.359 -5.582 -5.360 -5.250
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd201601_v2.fits stis_ngsl_v2 0 -4.776 -4.722 -4.820 -4.942 -4.776 -4.722 -4.820 -4.942
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd164058_v2.fits stis_ngsl_v2 0 -3.057 -1.750 -1.213 -0.903 -3.057 -1.750 -1.213 -0.903
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd034078_v2.fits stis_ngsl_v2 0 -6.060 -5.930 -5.937 -5.991 -6.060 -5.930 -5.937 -5.991
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd115617_v2.fits stis_ngsl_v2 0 -5.058 -4.526 -4.389 -4.357 -5.058 -4.526 -4.389 -4.357
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd036702_v2.fits stis_ngsl_v2 0 -8.978 -7.942 -7.544 -7.319 -8.978 -7.942 -7.544 -7.319
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g021-024_v2.fits stis_ngsl_v2 0 -9.585 -8.330 -7.887 -7.654 -9.585 -8.330 -7.887 -7.654
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd063791_v2.fits stis_ngsl_v2 0 -8.360 -7.607 -7.316 -7.162 -8.360 -7.607 -7.316 -7.162
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd215665_v2.fits stis_ngsl_v2 0 -4.494 -3.668 -3.426 -3.295 -4.494 -3.668 -3.426 -3.295
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd097633_v2.fits stis_ngsl_v2 0 -3.181 -3.428 -3.638 -3.774 -3.181 -3.428 -3.638 -3.774
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd112413_v2.fits stis_ngsl_v2 0 -2.729 -3.049 -3.311 -3.514 -2.729 -3.049 -3.311 -3.514
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd200905_v2.fits stis_ngsl_v2 0 -4.576 -3.166 -2.590 -2.262 -4.576 -3.166 -2.590 -2.262
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd008724_v2.fits stis_ngsl_v2 0 -8.864 -8.006 -7.667 -7.475 -8.864 -8.006 -7.667 -7.475
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd031421_v2.fits stis_ngsl_v2 0 -4.673 -3.743 -3.422 -3.241 -4.673 -3.743 -3.422 -3.241
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd212516_v2.fits stis_ngsl_v2 0 -9.653 -8.183 -7.372 -6.914 -9.653 -8.183 -7.372 -6.914
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd200081_v2.fits stis_ngsl_v2 0 -8.330 -7.721 -7.530 -7.442 -8.330 -7.721 -7.530 -7.442
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_bd-122669_v2.fits stis_ngsl_v2 0 -10.321 -10.176 -10.188 -10.259 -10.321 -10.176 -10.188 -10.259
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd012533_v2.fits stis_ngsl_v2 0 -2.950 -1.854 -1.512 -1.299 -2.950 -1.854 -1.512 -1.299
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd196662_v2.fits stis_ngsl_v2 0 -5.622 -5.962 -6.266 -6.497 -5.622 -5.962 -6.266 -6.497
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd008890_v2.fits stis_ngsl_v2 0 -2.250 -1.858 -1.797 -1.803 -2.250 -1.858 -1.797 -1.803
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd174966_v2.fits stis_ngsl_v2 0 -7.781 -7.726 -7.815 -7.911 -7.781 -7.726 -7.815 -7.911
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd191026_v2.fits stis_ngsl_v2 0 -5.787 -5.120 -4.936 -4.854 -5.787 -5.120 -4.936 -4.854
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd004128_v2.fits stis_ngsl_v2 0 -2.631 -1.888 -1.694 -1.591 -2.631 -1.888 -1.694 -1.591
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd114330_v2.fits stis_ngsl_v2 0 -4.453 -4.661 -4.915 -5.080 -4.453 -4.661 -4.915 -5.080
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd164353_v2.fits stis_ngsl_v2 0 -3.884 -4.042 -4.217 -4.350 -3.884 -4.042 -4.217 -4.350
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd183915_v2.fits stis_ngsl_v2 0 -7.985 -6.923 -6.588 -6.374 -7.985 -6.923 -6.588 -6.374
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd138749_v2.fits stis_ngsl_v2 0 -4.082 -4.437 -4.711 -4.932 -4.082 -4.437 -4.711 -4.932
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd019308_v2.fits stis_ngsl_v2 0 -7.677 -7.210 -7.125 -7.132 -7.677 -7.210 -7.125 -7.132
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd163346_v2.fits stis_ngsl_v2 0 -7.113 -6.659 -6.497 -6.413 -7.113 -6.659 -6.497 -6.413
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd033793_v2.fits stis_ngsl_v2 0 -9.753 -8.236 -7.494 -7.057 -9.753 -8.236 -7.494 -7.057
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_bd092860_v2.fits stis_ngsl_v2 0 -11.242 -10.800 -10.666 -10.606 -11.242 -10.800 -10.666 -10.606
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd000358_v2.fits stis_ngsl_v2 0 -1.887 -2.213 -2.481 -2.697 -1.887 -2.213 -2.481 -2.697
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd106516_v2.fits stis_ngsl_v2 0 -6.288 -6.000 -5.924 -5.935 -6.288 -6.000 -5.924 -5.935
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd126661_v2.fits stis_ngsl_v2 0 -5.401 -5.409 -5.524 -5.614 -5.401 -5.409 -5.524 -5.614
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd037828_v2.fits stis_ngsl_v2 0 -7.462 -6.528 -6.148 -5.925 -7.462 -6.528 -6.148 -5.925
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd005916_v2.fits stis_ngsl_v2 0 -7.297 -6.604 -6.372 -6.251 -7.297 -6.604 -6.372 -6.251
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd006755_v2.fits stis_ngsl_v2 0 -8.103 -7.529 -7.320 -7.228 -8.103 -7.529 -7.320 -7.228
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd183324_v2.fits stis_ngsl_v2 0 -5.883 -6.074 -6.285 -6.437 -5.883 -6.074 -6.285 -6.437
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd037216_v2.fits stis_ngsl_v2 0 -8.205 -7.655 -7.532 -7.497 -8.205 -7.655 -7.532 -7.497
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_viwcom_v2.fits stis_ngsl_v2 0 -8.937 -7.525 -6.090 -5.363 -8.937 -7.525 -6.090 -5.363
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd109995_v2.fits stis_ngsl_v2 0 -7.490 -7.668 -7.827 -7.917 -7.490 -7.668 -7.827 -7.917
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd123657_v2.fits stis_ngsl_v2 0 -5.943 -4.553 -3.094 -2.343 -5.943 -4.553 -3.094 -2.343
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd018907_v2.fits stis_ngsl_v2 0 -6.241 -5.647 -5.454 -5.352 -6.241 -5.647 -5.454 -5.352
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd087140_v2.fits stis_ngsl_v2 0 -9.327 -8.769 -8.548 -8.453 -9.327 -8.769 -8.548 -8.453
