survey version standard standard_catagory shift PS1SN-g PS1SN-r PS1SN-i PS1SN-z 
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd019787_v2.fits stis_ngsl_v2 0 4.7361 4.0311 3.7949 3.6952
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_g231-52_v2.fits stis_ngsl_v2 0 10.6661 10.2729 10.1307 10.0913
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd141851_v2.fits stis_ngsl_v2 0 5.0741 5.1727 5.3135 5.4301
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd082734_v2.fits stis_ngsl_v2 0 5.3881 4.7108 4.4955 4.3981
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd163641_v2.fits stis_ngsl_v2 0 6.1637 6.3685 6.572 6.691
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd176232_v2.fits stis_ngsl_v2 0 6.0404 6.0589 6.19 6.2897
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd005256_v2.fits stis_ngsl_v2 0 9.0247 8.5304 8.3609 8.2951
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd003712_v2.fits stis_ngsl_v2 0 3.0851 2.4075 2.1604 2.0123
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd101013_v2.fits stis_ngsl_v2 0 6.5095 5.8246 5.6061 5.4951
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd109387_v2.fits stis_ngsl_v2 0 3.6576 3.9047 4.1029 4.2672
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd118055_v2.fits stis_ngsl_v2 0 9.4276 8.4588 8.0084 7.7907
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd194093_v2.fits stis_ngsl_v2 0 2.4352 2.0703 1.975 1.9415
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd191277_v2.fits stis_ngsl_v2 0 5.8853 5.0218 4.7142 4.5602
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd010380_v2.fits stis_ngsl_v2 0 5.0123 3.9922 3.5858 3.3875
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd034816_v2.fits stis_ngsl_v2 0 4.0631 4.5185 4.8832 5.1439
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd000319_v2.fits stis_ngsl_v2 0 5.8816 5.9937 6.1341 6.2354
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd105452_v2.fits stis_ngsl_v2 0 4.0592 3.9654 3.9976 4.0521
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd111464_v2.fits stis_ngsl_v2 0 7.1875 6.1193 5.6671 5.4206
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd019656_v2.fits stis_ngsl_v2 0 5.0861 4.3155 4.0594 3.9409
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd058343_v2.fits stis_ngsl_v2 0 4.9501 5.1328 5.3227 5.4706
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd138716_v2.fits stis_ngsl_v2 0 5.0994 4.3999 4.1788 4.0814
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd196426_v2.fits stis_ngsl_v2 0 6.0572 6.3618 6.6165 6.775
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd020630_v2.fits stis_ngsl_v2 0 5.0931 4.6738 4.5394 4.51
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_g192-43_v2.fits stis_ngsl_v2 0 10.4748 10.2407 10.1954 10.2049
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd055057_v2.fits stis_ngsl_v2 0 5.4656 5.3979 5.4487 5.5069
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_g17-25_v2.fits stis_ngsl_v2 0 9.9169 9.4015 9.2002 9.122
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd193281_v2.fits stis_ngsl_v2 0 6.6763 6.8023 6.9451 7.0341
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd134440_v2.fits stis_ngsl_v2 0 9.7816 9.1446 8.8976 8.7937
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd036960_v2.fits stis_ngsl_v2 0 4.5232 4.9666 5.3221 5.5768
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd041661_v2.fits stis_ngsl_v2 0 7.5939 7.3553 7.327 7.3588
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_bd720094_v2.fits stis_ngsl_v2 0 10.0739 9.837 9.7585 9.7653
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd094028_v2.fits stis_ngsl_v2 0 8.3684 8.0847 7.9968 7.989
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd006229_v2.fits stis_ngsl_v2 0 8.8789 8.3819 8.171 8.0795
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd122064_v2.fits stis_ngsl_v2 0 6.9112 6.1182 5.8561 5.7521
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd102780_v2.fits stis_ngsl_v2 0 8.9033 7.6533 6.9773 6.6472
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd128000_v2.fits stis_ngsl_v2 0 6.3814 5.2094 4.6644 4.4043
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd170973_v2.fits stis_ngsl_v2 0 6.3024 6.5129 6.7433 6.8917
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd142091_v2.fits stis_ngsl_v2 0 5.1888 4.4831 4.2465 4.1506
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd021742_v2.fits stis_ngsl_v2 0 8.3272 7.7684 7.6038 7.5494
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd090862_v2.fits stis_ngsl_v2 0 9.2356 8.1324 7.637 7.3916
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd017081_v2.fits stis_ngsl_v2 0 4.062 4.3914 4.6671 4.8438
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd224801_v2.fits stis_ngsl_v2 0 6.2658 6.5014 6.7372 6.9055
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd167105_v2.fits stis_ngsl_v2 0 9.018 9.2296 9.4608 9.5755
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd019445_v2.fits stis_ngsl_v2 0 8.1861 7.9107 7.8114 7.8031
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd047839_v2.fits stis_ngsl_v2 0 4.4516 4.8988 5.2536 5.511
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd072505_v2.fits stis_ngsl_v2 0 6.7226 5.8859 5.596 5.4494
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd193495_v2.fits stis_ngsl_v2 0 3.3924 2.8389 2.623 2.5184
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_bd292091_v2.fits stis_ngsl_v2 0 10.4773 10.1669 10.069 10.0554
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd018769_v2.fits stis_ngsl_v2 0 5.8702 5.9635 6.1152 6.2403
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_bd660268_v2.fits stis_ngsl_v2 0 10.3064 9.9319 9.7839 9.7232
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_g234-28_v2.fits stis_ngsl_v2 0 11.2654 10.9837 10.9051 10.9058
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd190360_v2.fits stis_ngsl_v2 0 6.035 5.5744 5.4431 5.4042
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd132475_v2.fits stis_ngsl_v2 0 8.7575 8.4084 8.2651 8.2226
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd195434_v2.fits stis_ngsl_v2 0 9.6726 8.9963 8.7081 8.5742
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd185351_v2.fits stis_ngsl_v2 0 5.5353 4.9037 4.6982 4.6202
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd029574_v2.fits stis_ngsl_v2 0 8.9546 7.855 7.3269 7.0594
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_g196-48_v2.fits stis_ngsl_v2 0 10.5249 10.1978 10.0841 10.0624
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_g114-26_v2.fits stis_ngsl_v2 0 9.8115 9.5224 9.4264 9.4118
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_g019-013_v2.fits stis_ngsl_v2 0 8.2172 7.2455 6.8462 6.6645
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd160346_v2.fits stis_ngsl_v2 0 6.8991 6.1838 5.9125 5.7944
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd003360_v2.fits stis_ngsl_v2 0 3.4559 3.8591 4.1808 4.4081
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd074088_v2.fits stis_ngsl_v2 0 7.4316 6.1544 5.5464 5.225
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd078479_v2.fits stis_ngsl_v2 0 7.674 6.811 6.5131 6.3601
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_bd174708_v2.fits stis_ngsl_v2 0 9.6556 9.4165 9.3585 9.3668
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd188262_v2.fits stis_ngsl_v2 0 8.0427 7.4367 7.2079 7.0873
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_bd+381670_v2.fits stis_ngsl_v2 0 9.6496 9.2554 9.098 9.0328
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd065714_v2.fits stis_ngsl_v2 0 6.2587 5.5816 5.355 5.2575
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd201601_v2.fits stis_ngsl_v2 0 4.7577 4.7256 4.8226 4.9293
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd164058_v2.fits stis_ngsl_v2 0 2.8877 1.7407 1.1984 0.9368
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd034078_v2.fits stis_ngsl_v2 0 6.046 5.932 5.937 5.9782
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd115617_v2.fits stis_ngsl_v2 0 4.9917 4.5276 4.3858 4.3561
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd036702_v2.fits stis_ngsl_v2 0 8.8559 7.9384 7.5347 7.3421
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_g021-024_v2.fits stis_ngsl_v2 0 9.4399 8.3336 7.8749 7.6773
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd063791_v2.fits stis_ngsl_v2 0 8.2716 7.6058 7.3084 7.1768
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd215665_v2.fits stis_ngsl_v2 0 4.3872 3.6668 3.4202 3.3059
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd097633_v2.fits stis_ngsl_v2 0 3.1962 3.4323 3.6433 3.7646
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd112413_v2.fits stis_ngsl_v2 0 2.7557 3.0551 3.3171 3.4931
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd200905_v2.fits stis_ngsl_v2 0 4.3925 3.154 2.5754 2.2954
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd008724_v2.fits stis_ngsl_v2 0 8.7645 8.0037 7.6581 7.495
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd031421_v2.fits stis_ngsl_v2 0 4.5537 3.7394 3.4145 3.2591
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd212516_v2.fits stis_ngsl_v2 0 9.4592 8.1693 7.3492 6.9616
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd200081_v2.fits stis_ngsl_v2 0 8.2556 7.7207 7.5256 7.4497
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_bd-122669_v2.fits stis_ngsl_v2 0 10.3001 10.1797 10.188 10.2408
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd012533_v2.fits stis_ngsl_v2 0 2.8019 1.849 1.5033 1.319
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd196662_v2.fits stis_ngsl_v2 0 5.6477 5.9676 6.2732 6.4695
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd008890_v2.fits stis_ngsl_v2 0 2.1976 1.8602 1.7953 1.7999
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd174966_v2.fits stis_ngsl_v2 0 7.7659 7.7292 7.8166 7.9022
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd191026_v2.fits stis_ngsl_v2 0 5.7029 5.1207 4.9312 4.8617
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd004128_v2.fits stis_ngsl_v2 0 2.5309 1.8876 1.6891 1.5981
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd114330_v2.fits stis_ngsl_v2 0 4.4685 4.668 4.9211 5.0649
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd164353_v2.fits stis_ngsl_v2 0 3.8964 4.0461 4.2209 4.3309
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd183915_v2.fits stis_ngsl_v2 0 7.8464 6.9193 6.5806 6.3961
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd138749_v2.fits stis_ngsl_v2 0 4.111 4.4423 4.7175 4.9035
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd019308_v2.fits stis_ngsl_v2 0 7.6171 7.2129 7.1232 7.1254
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd163346_v2.fits stis_ngsl_v2 0 7.0635 6.6587 6.4924 6.4214
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd033793_v2.fits stis_ngsl_v2 0 9.5696 8.2503 7.4716 7.095
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_bd092860_v2.fits stis_ngsl_v2 0 11.1906 10.8026 10.6629 10.6111
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd000358_v2.fits stis_ngsl_v2 0 1.9129 2.2185 2.4875 2.6714
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd106516_v2.fits stis_ngsl_v2 0 6.2527 6.0014 5.9226 5.9297
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd126661_v2.fits stis_ngsl_v2 0 5.3892 5.4121 5.5269 5.6103
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd037828_v2.fits stis_ngsl_v2 0 7.3496 6.5233 6.1387 5.9472
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd005916_v2.fits stis_ngsl_v2 0 7.2107 6.6036 6.3664 6.2626
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd006755_v2.fits stis_ngsl_v2 0 8.035 7.5294 7.3151 7.236
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd183324_v2.fits stis_ngsl_v2 0 5.8898 6.0778 6.2895 6.4254
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd037216_v2.fits stis_ngsl_v2 0 8.1339 7.6576 7.5283 7.4958
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_viwcom_v2.fits stis_ngsl_v2 0 8.7398 7.4947 6.052 5.432
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd109995_v2.fits stis_ngsl_v2 0 7.4985 7.6716 7.8304 7.9133
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd123657_v2.fits stis_ngsl_v2 0 5.7468 4.5237 3.0547 2.4135
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd018907_v2.fits stis_ngsl_v2 0 6.1657 5.6468 5.4487 5.3607
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd087140_v2.fits stis_ngsl_v2 0 9.2639 8.7691 8.5429 8.459
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd095418_v2.fits stis_ngsl_v2 0 2.2945 2.4963 2.6997 2.8471
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd148513_v2.fits stis_ngsl_v2 0 6.0053 4.898 4.4433 4.1963
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd169191_v2.fits stis_ngsl_v2 0 5.7635 4.8405 4.4931 4.3296
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd095241_v2.fits stis_ngsl_v2 0 6.2135 5.8702 5.7584 5.7394
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd023439_v2.fits stis_ngsl_v2 0 8.4294 7.9027 7.7033 7.6294
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_lhs10_v2.fits stis_ngsl_v2 0 13.3402 11.9407 9.8278 8.8564
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_g260-36_v2.fits stis_ngsl_v2 0 11.6038 10.9624 10.7384 10.6562
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd128987_v2.fits stis_ngsl_v2 0 7.5876 7.1284 7.0067 6.9831
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd025975_v2.fits stis_ngsl_v2 0 6.4497 5.8142 5.62 5.5446
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd022049_v2.fits stis_ngsl_v2 0 4.06 3.4328 3.2295 3.1648
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd119971_v2.fits stis_ngsl_v2 0 6.0266 4.9937 4.5452 4.3199
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd073710_v2.fits stis_ngsl_v2 0 6.8185 6.1338 5.9079 5.8013
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd149161_v2.fits stis_ngsl_v2 0 5.4925 4.3154 3.7616 3.4952
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd079349_v2.fits stis_ngsl_v2 0 9.1719 7.9592 7.3268 7.0115
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd217357_v2.fits stis_ngsl_v2 0 8.5217 7.3215 6.7491 6.4993
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd111786_v2.fits stis_ngsl_v2 0 6.1532 6.1387 6.1836 6.249
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd166991_v2.fits stis_ngsl_v2 0 6.7656 6.8989 7.0554 7.1758
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd059612_v2.fits stis_ngsl_v2 0 4.889 4.8733 4.9331 4.8705
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd093329_v2.fits stis_ngsl_v2 0 8.7 8.8479 9.0051 9.0743
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd086986_v2.fits stis_ngsl_v2 0 7.9461 8.045 8.1617 8.2255
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd039833_v2.fits stis_ngsl_v2 0 7.8573 7.4678 7.3644 7.3557
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_gl15b_v2.fits stis_ngsl_v2 0 8.8467 7.5127 6.6255 6.2013
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd001461_v2.fits stis_ngsl_v2 0 6.6936 6.2879 6.1755 6.1484
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_g18-54_v2.fits stis_ngsl_v2 0 10.9014 10.5865 10.4826 10.4747
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd124425_v2.fits stis_ngsl_v2 0 6.0384 5.7917 5.7363 5.7599
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd068988_v2.fits stis_ngsl_v2 0 8.4322 8.0315 7.9314 7.9306
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd155763_v2.fits stis_ngsl_v2 0 2.984 3.3085 3.5858 3.752
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd058551_v2.fits stis_ngsl_v2 0 6.6723 6.4242 6.3601 6.3643
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd017072_v2.fits stis_ngsl_v2 0 6.8333 6.3954 6.2148 6.1513
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd284248_v2.fits stis_ngsl_v2 0 9.3896 9.144 9.0916 9.0978
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd037202_v2.fits stis_ngsl_v2 0 2.7037 3.0576 3.3537 3.5074
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd018078_v2.fits stis_ngsl_v2 0 8.2651 8.2331 8.3292 8.3863
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_mmj6490_v2.fits stis_ngsl_v2 0 10.8752 11.0257 11.2029 11.316
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd126511_v2.fits stis_ngsl_v2 0 8.6359 8.1457 7.9943 7.9597
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd079158_v2.fits stis_ngsl_v2 0 5.1343 5.4418 5.7281 5.9229
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd110073_v2.fits stis_ngsl_v2 0 4.5319 4.815 5.0999 5.2839
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_cd-691618_v2.fits stis_ngsl_v2 0 9.1162 9.4574 9.7547 9.9715
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_bd423607_v2.fits stis_ngsl_v2 0 10.4227 10.169 10.1005 10.0892
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd187879_v2.fits stis_ngsl_v2 0 5.551 5.796 6.0245 6.1825
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd203638_v2.fits stis_ngsl_v2 0 5.8136 5.0033 4.7293 4.5879
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_vgkcom_v2.fits stis_ngsl_v2 0 7.4798 6.2502 4.7588 4.1011
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_mmj6476_v2.fits stis_ngsl_v2 0 11.3564 11.2932 11.3587 11.4224
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd055496_v2.fits stis_ngsl_v2 0 8.7772 8.1504 7.9196 7.8026
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd126614_v2.fits stis_ngsl_v2 0 9.0959 8.5722 8.4353 8.3957
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd099648_v2.fits stis_ngsl_v2 0 5.3463 4.6786 4.4608 4.3692
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_bd+413306_v2.fits stis_ngsl_v2 0 9.1853 8.6316 8.4196 8.3389
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd170737_v2.fits stis_ngsl_v2 0 8.435 7.8729 7.639 7.5461
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_g63-26_v2.fits stis_ngsl_v2 0 12.3944 12.1344 12.076 12.107
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd076291_v2.fits stis_ngsl_v2 0 6.1661 5.3782 5.0848 4.9447
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd345957_v2.fits stis_ngsl_v2 0 9.0796 8.7571 8.627 8.6101
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd078362_v2.fits stis_ngsl_v2 0 4.7266 4.6025 4.6582 4.7298
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_bd442051_v2.fits stis_ngsl_v2 0 9.4437 8.1568 7.3035 6.9089
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd142703_v2.fits stis_ngsl_v2 0 6.1353 6.0961 6.1394 6.1971
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_vbnvul_v2.fits stis_ngsl_v2 0 10.8515 10.3903 10.1559 9.9896
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd166283_v2.fits stis_ngsl_v2 0 7.8106 7.8201 7.9322 8.0238
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd137759_v2.fits stis_ngsl_v2 0 4.0104 3.3356 3.0724 2.9172
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd175156_v2.fits stis_ngsl_v2 0 5.0957 5.0976 5.1679 5.2178
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd037763_v2.fits stis_ngsl_v2 0 5.6308 4.8185 4.5384 4.4007
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd044007_v2.fits stis_ngsl_v2 0 8.3818 7.7825 7.5192 7.4006
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd101107_v2.fits stis_ngsl_v2 0 5.6912 5.5658 5.5852 5.652
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd187111_v2.fits stis_ngsl_v2 0 8.2634 7.3135 6.8631 6.643
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd038510_v2.fits stis_ngsl_v2 0 8.3654 8.057 7.9568 7.937
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd063077_v2.fits stis_ngsl_v2 0 5.5594 5.249 5.1441 5.1233
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd175305_v2.fits stis_ngsl_v2 0 7.6216 7.1354 6.95 6.8677
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd124547_v2.fits stis_ngsl_v2 0 5.4002 4.3748 3.9716 3.7698
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd015089_v2.fits stis_ngsl_v2 0 4.6058 4.7856 5.0297 5.1974
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd013520_v2.fits stis_ngsl_v2 0 5.397 4.2655 3.787 3.5357
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd019019_v2.fits stis_ngsl_v2 0 7.0934 6.7697 6.6939 6.708
PS1SN PS1SN spectra/stis_ngsl_v2/h_stis_ngsl_hd190073_v2.fits stis_ngsl_v2 0 7.7855 7.8713 8.0022 8.0108
